Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: sULaCKEARyUTM2T-XZ1IZA	 | Ground Truth Categories :[ "Arts & Crafts" , "Shopping" , "Framing" , "Art Supplies"]				 | Programatically assigned Categoires :Hobby Shops, Framing		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: 2Gvg45qaL6icaFKDjA4yyg	 | Ground Truth Categories :[ "Breakfast & Brunch" , "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Hobby Shops		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: yPs18C0_-Z-hhOl7M6gCwA	 | Ground Truth Categories :[ "Videos & Video Game Rental" , "Hobby Shops" , "Comic Books" , "Shopping" , "Books, Mags, Music & Video"]				 | Programatically assigned Categoires :Hobby Shops		 | precision : 1.0 		 | Recall : 0.2		 | F-Measure : 0.3333333
Business ID: 5nfSjyxpfW_JVywRJWCNQQ	 | Ground Truth Categories :[ "Toy Stores" , "Hobby Shops" , "Books, Mags, Music & Video" , "Shopping" , "Comic Books"]				 | Programatically assigned Categoires :Hobby Shops, Comic Books		 | precision : 1.0 		 | Recall : 0.4		 | F-Measure : 0.5714286
Business ID: 4wqlEekYSinh9xTBx9D7EA	 | Ground Truth Categories :[ "Nightlife" , "Comedy Clubs"]				 | Programatically assigned Categoires :Hobby Shops, Comedy Clubs		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: lqtnPT2bt71gaCc6lQNFeg	 | Ground Truth Categories :[ "Comic Books" , "Shopping" , "Books, Mags, Music & Video"]				 | Programatically assigned Categoires :Hobby Shops, Comic Books		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: AoJAdTNOdCqFwxpfiBUTBA	 | Ground Truth Categories :[ "Mattresses" , "Shopping" , "Home & Garden"]				 | Programatically assigned Categoires :Home & Garden, Furniture Stores		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: dG1_U9rXDMZywyt8zHPawA	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home & Garden		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: je04is6RTTdrx5kcMbT7Yw	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home & Garden, Mattresses		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: -sj2b_RU1vQPulgdB7tu3A	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Home Cleaning, Window Washing		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: kdDhb2Hy2662eKLSGHFetg	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Home Cleaning, Window Washing		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: n2EI-jfxW83NtgnsCv39Xg	 | Ground Truth Categories :[ "Hotels & Travel" , "Event Planning & Services" , "Hotels"]				 | Programatically assigned Categoires :Home Cleaning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: RW54BtpYXq_i5Ni7XNioIw	 | Ground Truth Categories :[ "Local Services" , "Carpet Cleaning"]				 | Programatically assigned Categoires :Home Cleaning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: baTX4Q0-IspRTFz3LxSZEQ	 | Ground Truth Categories :[ "Home Cleaning" , "Local Services" , "Home Services" , "Carpet Cleaning"]				 | Programatically assigned Categoires :Home Cleaning, Damage Restoration		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: qjed2WdFpq9fTi8D8NWAuA	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Home Cleaning, Window Washing		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: ohtoIXjzwl_kpAdS6jQ9WA	 | Ground Truth Categories :[ "Local Services" , "Carpet Cleaning"]				 | Programatically assigned Categoires :Home Cleaning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: GJ1I7LwEj-XYlZXQGz5rFA	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Home Cleaning, Window Washing		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: xfJwsT6Zj5mUJp7050kALQ	 | Ground Truth Categories :[ "Home Services" , "Carpet Cleaning" , "Local Services" , "Office Cleaning" , "Home Cleaning" , "Professional Services"]				 | Programatically assigned Categoires :Home Cleaning, Carpet Cleaning		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: czwbmZktTUQ3Vhxgq1bnPQ	 | Ground Truth Categories :[ "Shopping" , "Home Decor" , "Home & Garden"]				 | Programatically assigned Categoires :Home Decor, Pawn Shops		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: nXQEWHCNlOt4Z6XH98dwpg	 | Ground Truth Categories :[ "Shopping" , "Lighting Fixtures & Equipment" , "Home Services" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kI5owr0aPFLgHlt88qsKxA	 | Ground Truth Categories :[ "Shopping" , "Home Decor" , "Home & Garden" , "Jewelry"]				 | Programatically assigned Categoires :Home Decor, Cards & Stationery		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: rKQVaLnZfakU_d9LFiEztg	 | Ground Truth Categories :[ "Food" , "Coffee & Tea" , "Art Galleries" , "Shopping" , "Arts & Entertainment"]				 | Programatically assigned Categoires :Home Decor, Street Vendors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: DQy_2lnYGBaw8_aEZSMYAw	 | Ground Truth Categories :[ "Women's Clothing" , "Men's Clothing" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dSmZz7crzrN_naZLDXqfNQ	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home Decor, Furniture Stores		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: iJLs1eO6CjqJQrbahhrKyg	 | Ground Truth Categories :[ "Arts & Crafts" , "Shopping" , "Event Planning & Services" , "Party & Event Planning"]				 | Programatically assigned Categoires :Home Decor, Art Classes		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: XF4Tm-FcppqQZOXmpwd1iQ	 | Ground Truth Categories :[ "Arts & Crafts" , "Flowers & Gifts" , "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: hz1XDvLXsNBsIyR--kKIJQ	 | Ground Truth Categories :[ "Fashion" , "Shopping" , "Home Decor" , "Home & Garden" , "Men's Clothing" , "Women's Clothing"]				 | Programatically assigned Categoires :Home Decor, Children's Clothing		 | precision : 0.5 		 | Recall : 0.16666667		 | F-Measure : 0.25
Business ID: _4_84uCAFDI2VHHEQz5f2g	 | Ground Truth Categories :[ "Fashion" , "Shopping" , "Arts & Crafts" , "Accessories" , "Gift Shops" , "Event Planning & Services" , "Cards & Stationery" , "Flowers & Gifts"]				 | Programatically assigned Categoires :Home Decor, Horseback Riding		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: EHGFTQpcmQ4OOA2q9gSKng	 | Ground Truth Categories :[ "Women's Clothing" , "Men's Clothing" , "Fashion" , "Shopping" , "Accessories"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: G-dG7t_kBK-CYmohjmYWVg	 | Ground Truth Categories :[ "Health Markets" , "Food" , "Specialty Food"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: eIQsJGHL-j12HM-7eGGN_Q	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home Decor, Print Media		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: pLB3jT6v9IbBlpcpIgwb4w	 | Ground Truth Categories :[ "Shopping" , "Nurseries & Gardening" , "Home & Garden"]				 | Programatically assigned Categoires :Home Decor, Framing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: SyuPSTbf2mtUcT68DHoETw	 | Ground Truth Categories :[ "Shopping" , "Jewelry" , "Home & Garden" , "Gift Shops" , "Flowers & Gifts" , "Home Decor"]				 | Programatically assigned Categoires :Home Decor, Pawn Shops		 | precision : 0.5 		 | Recall : 0.16666667		 | F-Measure : 0.25
Business ID: PsM_lRYZGvg1-e9fzecWPw	 | Ground Truth Categories :[ "Shopping" , "Home Decor" , "Home & Garden"]				 | Programatically assigned Categoires :Home Decor, Discount Store		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: Jo0gk4_ZQR5qZDn7epCcTQ	 | Ground Truth Categories :[ "Massage Therapy" , "Health & Medical" , "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Home Decor		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: KjRBArufBse0eBSA7AOPdw	 | Ground Truth Categories :[ "Health & Medical" , "Medical Centers" , "Walk-in Clinics"]				 | Programatically assigned Categoires :Home Health Care, Fertility		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: cnW9sfsOJYRa-aKkWzX-hA	 | Ground Truth Categories :[ "British" , "Restaurants"]				 | Programatically assigned Categoires :Home Health Care, Fertility		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: T47d4uqU247rtDHIn1d9yQ	 | Ground Truth Categories :[ "Active Life" , "Yoga" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Home Health Care, Fertility		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: V0YmsAU6hWIjm-rerPhJjQ	 | Ground Truth Categories :[ "Midwives" , "Health & Medical" , "Doulas"]				 | Programatically assigned Categoires :Home Health Care		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 64XrXbFtyzwMhL3YcwTZFA	 | Ground Truth Categories :[ "Midwives" , "Health & Medical"]				 | Programatically assigned Categoires :Home Health Care, Midwives		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: GJpdy2_D5ZstnaUtp0HKBQ	 | Ground Truth Categories :[ "Health & Medical" , "Physical Therapy" , "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Home Health Care		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1md5jVWAiBUtOIoJ0Ca5lA	 | Ground Truth Categories :[ "Active Life" , "Education" , "Yoga" , "Special Education" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Home Health Care, Midwives		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: nXlFgykb88yFJGQhfKizRQ	 | Ground Truth Categories :[ "Shopping" , "Beauty & Spas" , "Hair Stylists" , "Hair Salons" , "Cosmetics & Beauty Supply" , "Hair Extensions"]				 | Programatically assigned Categoires :Home Health Care		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: SiK1grzNC-WOV6Sihde6mQ	 | Ground Truth Categories :[ "Food" , "Shaved Ice"]				 | Programatically assigned Categoires :Home Health Care, Pet Adoption		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: vtD63fb2pCKIAFZs-M-kWQ	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Home Health Care		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: waa4UdohuA6kwuLLIxWq7g	 | Ground Truth Categories :[ "Medical Centers" , "Health & Medical"]				 | Programatically assigned Categoires :Home Health Care, Radiologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: scFBDvpx87VygJXf7kqm6A	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Home Health Care, Midwives		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: oBP6sdkR1GjbIhblrswU9A	 | Ground Truth Categories :[ "Food" , "Automotive" , "Convenience Stores" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Home Health Care		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: A7vLZqrvZHAPgkQVMKLVAQ	 | Ground Truth Categories :[ "Local Services" , "Pest Control"]				 | Programatically assigned Categoires :Home Inspectors, Pest Control		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: khR8M4dE3uywb7bbjn176A	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: x50gv46MIaKEuGlpU_SaNw	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: tEPGCBZ98UQpHdQT3EeFlQ	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: 8g-JYVLfhXYIOAezOV63Ww	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors, Office Equipment		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 8XhyQYCDqk5liliw9Z1odA	 | Ground Truth Categories :[ "Banks & Credit Unions" , "Financial Services"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: jBeYfYH7Vh-3-dtmYV7KFQ	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: hgpkF6J-alkB2Lw2NJ5E-g	 | Ground Truth Categories :[ "Real Estate" , "Home Services" , "Real Estate Agents"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: y3sS4L9y8bs5IKQ_q57p-A	 | Ground Truth Categories :[ "Home Services" , "Home Inspectors"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: ZqWRf7DyvhOZuTrbRE3hLw	 | Ground Truth Categories :[ "Damage Restoration" , "Home Services"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: wyptEvUhBsBmaIzs2Gh55Q	 | Ground Truth Categories :[ "Hotels & Travel" , "Event Planning & Services" , "Hotels"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: J41YTS_BxgDh9RBWBzcTTQ	 | Ground Truth Categories :[ "Roofing" , "Home Services"]				 | Programatically assigned Categoires :Home Inspectors, Roofing		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 6zqjgu9aCXQ30K8XXpBh0g	 | Ground Truth Categories :[ "Automotive" , "Smog Check Stations"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: HTFnVAt0P6bmI9HCUS3IpA	 | Ground Truth Categories :[ "Automotive" , "Smog Check Stations"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _s6a7Zub9y1rWkBAlApZHw	 | Ground Truth Categories :[ "Home Services" , "Heating & Air Conditioning/HVAC"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: yZYhMPe6DgoARHJcWbfx0Q	 | Ground Truth Categories :[ "Home Services" , "Heating & Air Conditioning/HVAC"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: oi7EwWq9CDndhYOXpEKKhA	 | Ground Truth Categories :[ "Property Management" , "Home Services" , "Real Estate"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: havxN43Od8AbaBZNgyPhfQ	 | Ground Truth Categories :[ "Local Services" , "Tree Services" , "Home Services" , "Pest Control"]				 | Programatically assigned Categoires :Home Inspectors, Pest Control		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: nKZGZElAoCOII17e2xpXDA	 | Ground Truth Categories :[ "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Home Inspectors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1dDeTZyftyjjE7IkxGuftg	 | Ground Truth Categories :[ "Local Services" , "Pest Control"]				 | Programatically assigned Categoires :Home Inspectors, Pest Control		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 3YcFRBpVKZBDt3DuQqrwmg	 | Ground Truth Categories :[ "Local Services" , "Pest Control"]				 | Programatically assigned Categoires :Home Inspectors, Pest Control		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: qJxvVpDUf2tLAtkyHW9AWA	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: ZRuj-1R2tl277bBMm7gPLg	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: Um2TBAyCFysdHpQf0MYA8Q	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services, University Housing		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: tu3xiSDQY0tCpKmk-8IlCQ	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: d9M0d6h7XA5B7BEQTPp6-w	 | Ground Truth Categories :[ "Home Services" , "Real Estate"]				 | Programatically assigned Categoires :Home Services		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: fTEkbTRTlS93Dp7Zp9Q9Aw	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services, University Housing		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: xjIoLtPTP5dZ1CFYge0H2Q	 | Ground Truth Categories :[ "Home Services" , "Real Estate" , "Apartments"]				 | Programatically assigned Categoires :Home Services, Life Coach		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 44A0s2BYbSpkyiO5VxU_ng	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Hospitals, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: PWm9F74tYE3klo7JW0em8w	 | Ground Truth Categories :[ "Medical Centers" , "Health & Medical"]				 | Programatically assigned Categoires :Hospitals,Doctors		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: gq2Pfe9e3peRMAP0604bqw	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks, Cultural Center		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
